,variables
5494, kube_secret_created_43 
5495, kube_secret_created_44 
5496, kube_secret_created_45 
5497, kube_secret_created_46 
5498, java_lang_memory_heapmemoryusage_max_0 
5499, java_lang_memory_heapmemoryusage_max_1 
5500, java_lang_memory_heapmemoryusage_max_2 
5501, get_token_count_0 
5502, prometheus_tsdb_head_active_appenders_0 
5503, alertmanager_cluster_messages_queued_0 
5504, alertmanager_cluster_messages_pruned_total_0 
5505, prometheus_notifications_sent_total_0 
5506, prometheus_treecache_watcher_goroutines_0 
5507, java_lang_memorypool_committed_peakusage_code_cache_0 
5508, java_lang_memorypool_committed_peakusage_code_cache_1 
5509, java_lang_memorypool_committed_peakusage_code_cache_2 
5510, node_ipvs_connections_total_0 
5511, node_ipvs_connections_total_1 
5512, node_ipvs_connections_total_2 
5513, kafka_server_brokertopicmetrics_totalfetchrequestspersec_oneminuterate_0 
5514, kafka_server_brokertopicmetrics_totalfetchrequestspersec_oneminuterate_1 
5515, kafka_server_brokertopicmetrics_totalfetchrequestspersec_oneminuterate_2 
5516, kafka_server_brokertopicmetrics_totalfetchrequestspersec_oneminuterate_3 
5517, coredns_panic_count_total_0 
5518, coredns_panic_count_total_1 
5519, scrape_samples_post_metric_relabeling_0 
5520, scrape_samples_post_metric_relabeling_1 
5521, scrape_samples_post_metric_relabeling_2 
5522, scrape_samples_post_metric_relabeling_3 
5523, scrape_samples_post_metric_relabeling_4 
5524, scrape_samples_post_metric_relabeling_5 
5525, scrape_samples_post_metric_relabeling_6 
5526, scrape_samples_post_metric_relabeling_7 
5527, scrape_samples_post_metric_relabeling_8 
5528, scrape_samples_post_metric_relabeling_9 
5529, scrape_samples_post_metric_relabeling_10 
5530, scrape_samples_post_metric_relabeling_11 
5531, scrape_samples_post_metric_relabeling_12 
5532, scrape_samples_post_metric_relabeling_13 
5533, scrape_samples_post_metric_relabeling_14 
5534, scrape_samples_post_metric_relabeling_15 
5535, scrape_samples_post_metric_relabeling_16 
5536, scrape_samples_post_metric_relabeling_17 
5537, java_lang_memorypool_committed_usage_code_cache_0 
5538, java_lang_memorypool_committed_usage_code_cache_1 
5539, java_lang_memorypool_committed_usage_code_cache_2 
5540, prometheus_tsdb_head_max_time_0 
5541, alertmanager_config_last_reload_success_timestamp_seconds_0 
5542, kafka_server_brokertopicmetrics_total_totalfetchrequestspersec_oneminuterate_0 
5543, kafka_server_brokertopicmetrics_total_totalfetchrequestspersec_oneminuterate_1 
5544, kafka_server_brokertopicmetrics_total_totalfetchrequestspersec_oneminuterate_2 
5545, kube_node_info_0 
5546, kube_node_info_1 
5547, kube_node_info_2 
5548, kube_node_info_3 
5549, prometheus_tsdb_wal_truncate_duration_seconds_count_0 
5550, java_lang_garbagecollector_collectioncount_g1_young_generation_0 
5551, java_lang_garbagecollector_collectioncount_g1_young_generation_1 
5552, java_lang_garbagecollector_collectioncount_g1_young_generation_2 
5553, node_timex_sync_status_0 
5554, node_timex_sync_status_1 
5555, node_timex_sync_status_2 
5556, go_memstats_lookups_total_0 
5557, go_memstats_lookups_total_1 
5558, go_memstats_lookups_total_2 
5559, go_memstats_lookups_total_3 
5560, go_memstats_lookups_total_4 
5561, go_memstats_lookups_total_5 
5562, go_memstats_lookups_total_6 
5563, go_memstats_lookups_total_7 
5564, go_memstats_lookups_total_8 
5565, go_memstats_lookups_total_9 
5566, prometheus_tsdb_head_series_not_found_total_0 
5567, node_timex_pps_jitter_seconds_0 
5568, node_timex_pps_jitter_seconds_1 
5569, node_timex_pps_jitter_seconds_2 
5570, node_sockstat_RAW_inuse_0 
5571, node_sockstat_RAW_inuse_1 
5572, node_sockstat_RAW_inuse_2 
5573, kafka_server_brokertopicmetrics_total_bytesinpersec_oneminuterate_0 
5574, kafka_server_brokertopicmetrics_total_bytesinpersec_oneminuterate_1 
5575, kafka_server_brokertopicmetrics_total_bytesinpersec_oneminuterate_2 
5576, node_cpu_seconds_total_0 
5577, node_cpu_seconds_total_1 
5578, node_cpu_seconds_total_2 
5579, node_cpu_seconds_total_3 
5580, node_cpu_seconds_total_4 
5581, node_cpu_seconds_total_5 
5582, node_cpu_seconds_total_6 
5583, node_cpu_seconds_total_7 
5584, node_cpu_seconds_total_8 
5585, node_cpu_seconds_total_9 
5586, node_cpu_seconds_total_10 
5587, node_cpu_seconds_total_11 
5588, node_cpu_seconds_total_12 
5589, node_cpu_seconds_total_13 
5590, node_cpu_seconds_total_14 
5591, node_cpu_seconds_total_15 
5592, node_cpu_seconds_total_16 
5593, node_cpu_seconds_total_17 
5594, node_cpu_seconds_total_18 
5595, node_cpu_seconds_total_19 
5596, node_cpu_seconds_total_20 
5597, node_cpu_seconds_total_21 
5598, node_cpu_seconds_total_22 
5599, node_cpu_seconds_total_23 
5600, node_cpu_seconds_total_24 
5601, node_cpu_seconds_total_25 
5602, node_cpu_seconds_total_26 
5603, node_cpu_seconds_total_27 
5604, node_cpu_seconds_total_28 
5605, node_cpu_seconds_total_29 
5606, node_cpu_seconds_total_30 
5607, node_cpu_seconds_total_31 
5608, node_cpu_seconds_total_32 
5609, node_cpu_seconds_total_33 
5610, node_cpu_seconds_total_34 
5611, node_cpu_seconds_total_35 
5612, node_cpu_seconds_total_36 
5613, node_cpu_seconds_total_37 
5614, node_cpu_seconds_total_38 
5615, node_cpu_seconds_total_39 
5616, node_cpu_seconds_total_40 
5617, node_cpu_seconds_total_41 
5618, node_cpu_seconds_total_42 
5619, node_cpu_seconds_total_43 
5620, node_cpu_seconds_total_44 
5621, node_cpu_seconds_total_45 
5622, node_cpu_seconds_total_46 
5623, node_cpu_seconds_total_47 
5624, alertmanager_nflog_snapshot_duration_seconds_count_0 
5625, coredns_forward_request_duration_seconds_count_0 
5626, coredns_forward_request_duration_seconds_count_1 
5627, kafka_server_fetcherlagmetrics_total_consumerlag_clientid_replicafetcherthread_0_1_topic_consumer_offsets_partition_29_value_0 
5628, kafka_server_fetcherlagmetrics_total_consumerlag_clientid_replicafetcherthread_0_1_topic_consumer_offsets_partition_29_value_1 
5629, alertmanager_nflog_gc_duration_seconds_sum_0 
5630, node_nf_conntrack_entries_limit_0 
5631, node_nf_conntrack_entries_limit_1 
5632, node_nf_conntrack_entries_limit_2 
5633, kafka_server_fetcherlagmetrics_total_consumerlag_clientid_replicafetcherthread_0_1_topic_consumer_offsets_partition_23_value_0 
5634, kafka_server_fetcherlagmetrics_total_consumerlag_clientid_replicafetcherthread_0_1_topic_consumer_offsets_partition_23_value_1 
5635, alertmanager_nflog_snapshot_size_bytes_0 
5636, java_lang_garbagecollector_used_lastgcinfo_memoryusagebeforegc_g1_young_generation_key_compressed_class_space_0 
5637, java_lang_garbagecollector_used_lastgcinfo_memoryusagebeforegc_g1_young_generation_key_compressed_class_space_1 
5638, java_lang_garbagecollector_used_lastgcinfo_memoryusagebeforegc_g1_young_generation_key_compressed_class_space_2 
5639, node_memory_CommitLimit_bytes_0 
5640, node_memory_CommitLimit_bytes_1 
5641, node_memory_CommitLimit_bytes_2 
5642, java_lang_memorypool_used_peakusage_compressed_class_space_0 
5643, java_lang_memorypool_used_peakusage_compressed_class_space_1 
5644, java_lang_memorypool_used_peakusage_compressed_class_space_2 
5645, kafka_server_brokertopicmetrics_messagesinpersec_count_0 
5646, kafka_server_brokertopicmetrics_messagesinpersec_count_1 
5647, kafka_server_brokertopicmetrics_messagesinpersec_count_2 
5648, kafka_server_brokertopicmetrics_messagesinpersec_count_3 
5649, go_memstats_heap_sys_bytes_0 
5650, go_memstats_heap_sys_bytes_1 
5651, go_memstats_heap_sys_bytes_2 
5652, go_memstats_heap_sys_bytes_3 
5653, go_memstats_heap_sys_bytes_4 
5654, go_memstats_heap_sys_bytes_5 
5655, go_memstats_heap_sys_bytes_6 
5656, go_memstats_heap_sys_bytes_7 
5657, go_memstats_heap_sys_bytes_8 
5658, go_memstats_heap_sys_bytes_9 
5659, prometheus_sd_consul_rpc_failures_total_0 
5660, prometheus_sd_file_scan_duration_seconds_count_0 
5661, java_lang_threading_threadcputimeenabled_0 
5662, java_lang_threading_threadcputimeenabled_1 
5663, java_lang_threading_threadcputimeenabled_2 
5664, kafka_server_fetcherlagmetrics_total_consumerlag_clientid_replicafetcherthread_0_1_topic_consumer_offsets_partition_14_value_0 
5665, kafka_server_fetcherlagmetrics_total_consumerlag_clientid_replicafetcherthread_0_1_topic_consumer_offsets_partition_14_value_1 
5666, kafka_server_fetch_queue_size_0 
5667, kafka_server_fetch_queue_size_1 
5668, kafka_server_fetch_queue_size_2 
5669, prometheus_sd_dns_lookup_failures_total_0 
5670, kafka_server_brokertopicmetrics_total_replicationbytesinpersec_oneminuterate_0 
5671, kafka_server_brokertopicmetrics_total_replicationbytesinpersec_oneminuterate_1 
5672, kafka_server_brokertopicmetrics_total_replicationbytesinpersec_oneminuterate_2 
5673, prometheus_sd_azure_refresh_duration_seconds_count_0 
5674, prometheus_tsdb_compaction_duration_seconds_count_0 
5675, kafka_server_fetcherlagmetrics_total_consumerlag_clientid_replicafetcherthread_0_2_topic_consumer_offsets_partition_18_value_0 
5676, kafka_server_fetcherlagmetrics_total_consumerlag_clientid_replicafetcherthread_0_2_topic_consumer_offsets_partition_18_value_1 
5677, alertmanager_cluster_failed_peers_0 
5678, kafka_server_brokertopicmetrics_total_failedproducerequestspersec_oneminuterate_0 
5679, kafka_server_brokertopicmetrics_total_failedproducerequestspersec_oneminuterate_1 
5680, kafka_server_brokertopicmetrics_total_failedproducerequestspersec_oneminuterate_2 
5681, prometheus_sd_azure_refresh_duration_seconds_sum_0 
5682, kube_namespace_labels_0 
5683, kube_namespace_labels_1 
5684, kube_namespace_labels_2 
5685, kube_namespace_labels_3 
5686, kube_namespace_labels_4 
5687, kube_namespace_labels_5 
5688, kube_namespace_labels_6 
5689, prometheus_http_request_duration_seconds_bucket_0 
5690, prometheus_http_request_duration_seconds_bucket_1 
5691, prometheus_http_request_duration_seconds_bucket_2 
5692, prometheus_http_request_duration_seconds_bucket_3 
5693, prometheus_http_request_duration_seconds_bucket_4 
5694, prometheus_http_request_duration_seconds_bucket_5 
5695, prometheus_http_request_duration_seconds_bucket_6 
5696, prometheus_http_request_duration_seconds_bucket_7 
5697, prometheus_http_request_duration_seconds_bucket_8 
5698, prometheus_http_request_duration_seconds_bucket_9 
5699, prometheus_http_request_duration_seconds_bucket_10 
5700, prometheus_http_request_duration_seconds_bucket_11 
5701, prometheus_http_request_duration_seconds_bucket_12 
5702, prometheus_http_request_duration_seconds_bucket_13 
5703, prometheus_http_request_duration_seconds_bucket_14 
5704, prometheus_http_request_duration_seconds_bucket_15 
5705, prometheus_http_request_duration_seconds_bucket_16 
5706, prometheus_http_request_duration_seconds_bucket_17 
5707, prometheus_http_request_duration_seconds_bucket_18 
5708, prometheus_http_request_duration_seconds_bucket_19 
5709, kafka_server_delayedfetchmetrics_total_expirespersec_fetchertype_follower_count_0 
5710, kafka_server_delayedfetchmetrics_total_expirespersec_fetchertype_follower_count_1 
5711, kafka_server_delayedfetchmetrics_total_expirespersec_fetchertype_follower_count_2 
5712, prometheus_notifications_errors_total_0 
5713, node_netstat_Tcp_CurrEstab_0 
5714, node_netstat_Tcp_CurrEstab_1 
5715, node_netstat_Tcp_CurrEstab_2 
5716, node_netstat_Icmp6_InErrors_0 
5717, node_netstat_Icmp6_InErrors_1 
5718, node_netstat_Icmp6_InErrors_2 
5719, java_lang_garbagecollector_max_lastgcinfo_memoryusagebeforegc_g1_young_generation_key_metaspace_0 
5720, java_lang_garbagecollector_max_lastgcinfo_memoryusagebeforegc_g1_young_generation_key_metaspace_1 
5721, java_lang_garbagecollector_max_lastgcinfo_memoryusagebeforegc_g1_young_generation_key_metaspace_2 
5722, go_memstats_stack_inuse_bytes_0 
5723, go_memstats_stack_inuse_bytes_1 
5724, go_memstats_stack_inuse_bytes_2 
5725, go_memstats_stack_inuse_bytes_3 
5726, go_memstats_stack_inuse_bytes_4 
5727, go_memstats_stack_inuse_bytes_5 
5728, go_memstats_stack_inuse_bytes_6 
5729, go_memstats_stack_inuse_bytes_7 
5730, go_memstats_stack_inuse_bytes_8 
5731, go_memstats_stack_inuse_bytes_9 
5732, java_lang_memorypool_collectionusagethresholdcount_g1_old_gen_0 
5733, java_lang_memorypool_collectionusagethresholdcount_g1_old_gen_1 
5734, java_lang_memorypool_collectionusagethresholdcount_g1_old_gen_2 
5735, workqueue_unfinished_work_seconds_0 
5736, workqueue_unfinished_work_seconds_1 
5737, workqueue_unfinished_work_seconds_2 
5738, workqueue_unfinished_work_seconds_3 
5739, workqueue_unfinished_work_seconds_4 
5740, workqueue_unfinished_work_seconds_5 
5741, workqueue_unfinished_work_seconds_6 
5742, workqueue_unfinished_work_seconds_7 
5743, workqueue_unfinished_work_seconds_8 
5744, workqueue_unfinished_work_seconds_9 
5745, workqueue_unfinished_work_seconds_10 
5746, workqueue_unfinished_work_seconds_11 
5747, workqueue_unfinished_work_seconds_12 
5748, prometheus_notifications_queue_capacity_0 
5749, kafka_topic_partition_under_replicated_partition_0 
5750, kafka_topic_partition_under_replicated_partition_1 
5751, kafka_topic_partition_under_replicated_partition_2 
5752, kafka_topic_partition_under_replicated_partition_3 
5753, kafka_topic_partition_under_replicated_partition_4 
5754, kafka_topic_partition_under_replicated_partition_5 
5755, kafka_topic_partition_under_replicated_partition_6 
5756, kafka_topic_partition_under_replicated_partition_7 
5757, kafka_topic_partition_under_replicated_partition_8 
5758, kafka_topic_partition_under_replicated_partition_9 
5759, kafka_topic_partition_under_replicated_partition_10 
5760, kafka_topic_partition_under_replicated_partition_11 
5761, kafka_topic_partition_under_replicated_partition_12 
5762, kafka_topic_partition_under_replicated_partition_13 
5763, kafka_topic_partition_under_replicated_partition_14 
5764, kafka_topic_partition_under_replicated_partition_15 
5765, kafka_topic_partition_under_replicated_partition_16 
5766, kafka_topic_partition_under_replicated_partition_17 
5767, kafka_topic_partition_under_replicated_partition_18 
5768, kafka_topic_partition_under_replicated_partition_19 
5769, kafka_topic_partition_under_replicated_partition_20 
5770, kafka_topic_partition_under_replicated_partition_21 
5771, kafka_topic_partition_under_replicated_partition_22 
5772, kafka_topic_partition_under_replicated_partition_23 
5773, kafka_topic_partition_under_replicated_partition_24 
5774, kafka_topic_partition_under_replicated_partition_25 
5775, kafka_topic_partition_under_replicated_partition_26 
5776, kafka_topic_partition_under_replicated_partition_27 
5777, kafka_topic_partition_under_replicated_partition_28 
5778, kafka_topic_partition_under_replicated_partition_29 
5779, kafka_topic_partition_under_replicated_partition_30 
5780, kafka_topic_partition_under_replicated_partition_31 
5781, kafka_topic_partition_under_replicated_partition_32 
5782, kafka_topic_partition_under_replicated_partition_33 
5783, kafka_topic_partition_under_replicated_partition_34 
5784, kafka_topic_partition_under_replicated_partition_35 
5785, kafka_topic_partition_under_replicated_partition_36 
5786, kafka_topic_partition_under_replicated_partition_37 
5787, kafka_topic_partition_under_replicated_partition_38 
5788, kafka_topic_partition_under_replicated_partition_39 
5789, kafka_topic_partition_under_replicated_partition_40 
5790, kafka_topic_partition_under_replicated_partition_41 
5791, kafka_topic_partition_under_replicated_partition_42 
5792, kafka_topic_partition_under_replicated_partition_43 
5793, kafka_topic_partition_under_replicated_partition_44 
5794, kafka_topic_partition_under_replicated_partition_45 
5795, kafka_topic_partition_under_replicated_partition_46 
5796, kafka_topic_partition_under_replicated_partition_47 
5797, kafka_topic_partition_under_replicated_partition_48 
5798, kafka_topic_partition_under_replicated_partition_49 
5799, kafka_topic_partition_under_replicated_partition_50 
5800, go_memstats_gc_cpu_fraction_0 
5801, go_memstats_gc_cpu_fraction_1 
5802, go_memstats_gc_cpu_fraction_2 
5803, go_memstats_gc_cpu_fraction_3 
5804, go_memstats_gc_cpu_fraction_4 
5805, go_memstats_gc_cpu_fraction_5 
5806, go_memstats_gc_cpu_fraction_6 
5807, go_memstats_gc_cpu_fraction_7 
5808, go_memstats_gc_cpu_fraction_8 
5809, java_lang_garbagecollector_collectioncount_g1_old_generation_0 
5810, java_lang_garbagecollector_collectioncount_g1_old_generation_1 
5811, java_lang_garbagecollector_collectioncount_g1_old_generation_2 
5812, kafka_controller_controllerstats_controlledshutdownrateandtimems_count_0 
5813, kafka_controller_controllerstats_controlledshutdownrateandtimems_count_1 
5814, kafka_controller_controllerstats_controlledshutdownrateandtimems_count_2 
5815, kafka_server_brokertopicmetrics_failedfetchrequestspersec_count_0 
5816, kafka_server_brokertopicmetrics_failedfetchrequestspersec_count_1 
5817, kafka_server_brokertopicmetrics_failedfetchrequestspersec_count_2 
5818, kafka_server_brokertopicmetrics_failedfetchrequestspersec_count_3 
5819, java_lang_memorypool_committed_usage_g1_old_gen_0 
5820, java_lang_memorypool_committed_usage_g1_old_gen_1 
5821, java_lang_memorypool_committed_usage_g1_old_gen_2 
5822, java_lang_memorypool_usagethresholdsupported_g1_eden_space_0 
5823, java_lang_memorypool_usagethresholdsupported_g1_eden_space_1 
5824, java_lang_memorypool_usagethresholdsupported_g1_eden_space_2 
5825, process_open_fds_0 
5826, process_open_fds_1 
5827, process_open_fds_2 
5828, process_open_fds_3 
5829, process_open_fds_4 
5830, process_open_fds_5 
5831, process_open_fds_6 
5832, process_open_fds_7 
5833, process_open_fds_8 
5834, process_open_fds_9 
5835, node_memory_KernelStack_bytes_0 
5836, node_memory_KernelStack_bytes_1 
5837, node_memory_KernelStack_bytes_2 
5838, node_nf_conntrack_entries_0 
5839, node_nf_conntrack_entries_1 
5840, node_nf_conntrack_entries_2 
5841, node_memory_Unevictable_bytes_0 
5842, node_memory_Unevictable_bytes_1 
5843, node_memory_Unevictable_bytes_2 
5844, kafka_server_fetcherlagmetrics_total_consumerlag_clientid_replicafetcherthread_0_1_topic_consumer_offsets_partition_26_value_0 
5845, kafka_server_fetcherlagmetrics_total_consumerlag_clientid_replicafetcherthread_0_1_topic_consumer_offsets_partition_26_value_1 
5846, kafka_server_fetcherlagmetrics_total_consumerlag_clientid_replicafetcherthread_0_0_topic_consumer_offsets_partition_43_value_0 
5847, kafka_server_fetcherlagmetrics_total_consumerlag_clientid_replicafetcherthread_0_0_topic_consumer_offsets_partition_43_value_1 
5848, prometheus_notifications_latency_seconds_0 
5849, prometheus_notifications_latency_seconds_1 
5850, prometheus_notifications_latency_seconds_2 
5851, prometheus_sd_azure_refresh_duration_seconds_0 
5852, prometheus_sd_azure_refresh_duration_seconds_1 
5853, prometheus_sd_azure_refresh_duration_seconds_2 
5854, alertmanager_cluster_peers_joined_total_0 
5855, java_lang_garbagecollector_used_lastgcinfo_memoryusageaftergc_g1_young_generation_key_g1_eden_space_0 
5856, java_lang_garbagecollector_used_lastgcinfo_memoryusageaftergc_g1_young_generation_key_g1_eden_space_1 
5857, java_lang_garbagecollector_used_lastgcinfo_memoryusageaftergc_g1_young_generation_key_g1_eden_space_2 
5858, kafka_server_brokertopicmetrics_total_producemessageconversionspersec_count_0 
5859, kafka_server_brokertopicmetrics_total_producemessageconversionspersec_count_1 
5860, kafka_server_brokertopicmetrics_total_producemessageconversionspersec_count_2 
5861, apiserver_audit_requests_rejected_total_0 
5862, cadvisor_version_info_0 
5863, cadvisor_version_info_1 
5864, cadvisor_version_info_2 
5865, cadvisor_version_info_3 
5866, apiserver_client_certificate_expiration_seconds_sum_0 
5867, kube_pod_status_scheduled_time_0 
5868, kube_pod_status_scheduled_time_1 
5869, kube_pod_status_scheduled_time_2 
5870, kube_pod_status_scheduled_time_3 
5871, kube_pod_status_scheduled_time_4 
5872, kube_pod_status_scheduled_time_5 
5873, kube_pod_status_scheduled_time_6 
5874, kube_pod_status_scheduled_time_7 
5875, kube_pod_status_scheduled_time_8 
5876, kube_pod_status_scheduled_time_9 
5877, kube_pod_status_scheduled_time_10 
5878, kube_pod_status_scheduled_time_11 
5879, kube_pod_status_scheduled_time_12 
5880, kube_pod_status_scheduled_time_13 
5881, kube_pod_status_scheduled_time_14 
5882, kube_pod_status_scheduled_time_15 
5883, kube_pod_status_scheduled_time_16 
5884, kube_pod_status_scheduled_time_17 
5885, kube_pod_status_scheduled_time_18 
5886, kube_pod_status_scheduled_time_19 
5887, kube_pod_status_scheduled_time_20 
5888, kube_pod_status_scheduled_time_21 
5889, kube_pod_status_scheduled_time_22 
5890, kube_pod_status_scheduled_time_23 
5891, kube_pod_status_scheduled_time_24 
5892, kube_pod_status_scheduled_time_25 
5893, kube_pod_status_scheduled_time_26 
5894, kube_pod_status_scheduled_time_27 
5895, kube_pod_status_scheduled_time_28 
5896, java_lang_garbagecollector_max_lastgcinfo_memoryusageaftergc_g1_young_generation_key_g1_old_gen_0 
5897, java_lang_garbagecollector_max_lastgcinfo_memoryusageaftergc_g1_young_generation_key_g1_old_gen_1 
5898, java_lang_garbagecollector_max_lastgcinfo_memoryusageaftergc_g1_young_generation_key_g1_old_gen_2 
5899, node_netstat_Icmp6_InMsgs_0 
5900, node_netstat_Icmp6_InMsgs_1 
5901, node_netstat_Icmp6_InMsgs_2 
5902, java_lang_memorypool_init_collectionusage_g1_old_gen_0 
5903, java_lang_memorypool_init_collectionusage_g1_old_gen_1 
5904, java_lang_memorypool_init_collectionusage_g1_old_gen_2 
5905, apiserver_admission_step_admission_duration_seconds_summary_count_0 
5906, apiserver_admission_step_admission_duration_seconds_summary_count_1 
5907, apiserver_admission_step_admission_duration_seconds_summary_count_2 
5908, apiserver_admission_step_admission_duration_seconds_summary_count_3 
5909, apiserver_admission_step_admission_duration_seconds_summary_count_4 
5910, apiserver_admission_step_admission_duration_seconds_summary_count_5 
5911, apiserver_admission_step_admission_duration_seconds_summary_count_6 
5912, apiserver_admission_step_admission_duration_seconds_summary_count_7 
5913, alertmanager_http_request_duration_seconds_sum_0 
5914, alertmanager_http_request_duration_seconds_sum_1 
5915, node_memory_Active_file_bytes_0 
5916, node_memory_Active_file_bytes_1 
5917, node_memory_Active_file_bytes_2 
5918, node_cpu_guest_seconds_total_0 
5919, node_cpu_guest_seconds_total_1 
5920, node_cpu_guest_seconds_total_2 
5921, node_cpu_guest_seconds_total_3 
5922, node_cpu_guest_seconds_total_4 
5923, node_cpu_guest_seconds_total_5 
5924, node_cpu_guest_seconds_total_6 
5925, node_cpu_guest_seconds_total_7 
5926, node_cpu_guest_seconds_total_8 
5927, node_cpu_guest_seconds_total_9 
5928, node_cpu_guest_seconds_total_10 
5929, node_cpu_guest_seconds_total_11 
5930, java_lang_compilation_compilationtimemonitoringsupported_0 
5931, java_lang_compilation_compilationtimemonitoringsupported_1 
5932, java_lang_compilation_compilationtimemonitoringsupported_2 
5933, kafka_server_brokertopicmetrics_total_failedproducerequestspersec_count_0 
5934, kafka_server_brokertopicmetrics_total_failedproducerequestspersec_count_1 
5935, kafka_server_brokertopicmetrics_total_failedproducerequestspersec_count_2 
5936, prometheus_sd_gce_refresh_duration_count_0 
5937, go_info_0 
5938, go_info_1 
5939, go_info_2 
5940, go_info_3 
5941, go_info_4 
5942, go_info_5 
5943, go_info_6 
5944, go_info_7 
5945, go_info_8 
5946, node_memory_VmallocChunk_bytes_0 
5947, node_memory_VmallocChunk_bytes_1 
5948, node_memory_VmallocChunk_bytes_2 
5949, kube_secret_labels_0 
5950, kube_secret_labels_1 
5951, kube_secret_labels_2 
5952, kube_secret_labels_3 
5953, kube_secret_labels_4 
5954, kube_secret_labels_5 
5955, kube_secret_labels_6 
5956, kube_secret_labels_7 
5957, kube_secret_labels_8 
5958, kube_secret_labels_9 
5959, kube_secret_labels_10 
5960, kube_secret_labels_11 
5961, kube_secret_labels_12 
5962, kube_secret_labels_13 
5963, kube_secret_labels_14 
5964, kube_secret_labels_15 
5965, kube_secret_labels_16 
5966, kube_secret_labels_17 
5967, kube_secret_labels_18 
5968, kube_secret_labels_19 
5969, kube_secret_labels_20 
5970, kube_secret_labels_21 
5971, kube_secret_labels_22 
5972, kube_secret_labels_23 
5973, kube_secret_labels_24 
5974, kube_secret_labels_25 
5975, kube_secret_labels_26 
5976, kube_secret_labels_27 
5977, kube_secret_labels_28 
5978, kube_secret_labels_29 
5979, kube_secret_labels_30 
5980, kube_secret_labels_31 
5981, kube_secret_labels_32 
5982, kube_secret_labels_33 
5983, kube_secret_labels_34 
5984, kube_secret_labels_35 
5985, kube_secret_labels_36 
5986, kube_secret_labels_37 
5987, kube_secret_labels_38 
5988, kube_secret_labels_39 
5989, kube_secret_labels_40 
5990, kube_secret_labels_41 
5991, kube_secret_labels_42 
5992, kube_secret_labels_43 
5993, kube_secret_labels_44 
5994, kube_secret_labels_45 
5995, kube_secret_labels_46 
5996, java_lang_garbagecollector_init_lastgcinfo_memoryusageaftergc_g1_young_generation_key_code_cache_0 
5997, java_lang_garbagecollector_init_lastgcinfo_memoryusageaftergc_g1_young_generation_key_code_cache_1 
5998, java_lang_garbagecollector_init_lastgcinfo_memoryusageaftergc_g1_young_generation_key_code_cache_2 
5999, kafka_server_fetcherlagmetrics_total_consumerlag_clientid_replicafetcherthread_0_2_topic_consumer_offsets_partition_0_value_0 
6000, kafka_server_fetcherlagmetrics_total_consumerlag_clientid_replicafetcherthread_0_2_topic_consumer_offsets_partition_0_value_1 
6001, kafka_server_fetcherlagmetrics_total_consumerlag_clientid_replicafetcherthread_0_2_topic_consumer_offsets_partition_33_value_0 
6002, kafka_server_fetcherlagmetrics_total_consumerlag_clientid_replicafetcherthread_0_2_topic_consumer_offsets_partition_33_value_1 
6003, node_memory_ShmemPmdMapped_bytes_0 
6004, node_memory_ShmemPmdMapped_bytes_1 
6005, node_memory_ShmemPmdMapped_bytes_2 
6006, prometheus_target_scrape_pool_sync_total_0 
6007, prometheus_target_scrape_pool_sync_total_1 
6008, prometheus_target_scrape_pool_sync_total_2 
6009, prometheus_target_scrape_pool_sync_total_3 
6010, kafka_server_brokertopicmetrics_total_replicationbytesinpersec_count_0 
6011, kafka_server_brokertopicmetrics_total_replicationbytesinpersec_count_1 
6012, kafka_server_brokertopicmetrics_total_replicationbytesinpersec_count_2 
6013, java_lang_garbagecollector_used_lastgcinfo_memoryusagebeforegc_g1_young_generation_key_code_cache_0 
6014, java_lang_garbagecollector_used_lastgcinfo_memoryusagebeforegc_g1_young_generation_key_code_cache_1 
6015, java_lang_garbagecollector_used_lastgcinfo_memoryusagebeforegc_g1_young_generation_key_code_cache_2 
6016, alertmanager_silences_gossip_messages_propagated_total_0 
6017, kafka_server_fetchsessioncache_total_incrementalfetchsessionevictionspersec_count_0 
6018, kafka_server_fetchsessioncache_total_incrementalfetchsessionevictionspersec_count_1 
6019, kafka_server_fetchsessioncache_total_incrementalfetchsessionevictionspersec_count_2 
6020, node_memory_ShmemHugePages_bytes_0 
6021, node_memory_ShmemHugePages_bytes_1 
6022, node_memory_ShmemHugePages_bytes_2 
6023, java_lang_garbagecollector_init_lastgcinfo_memoryusageaftergc_g1_young_generation_key_compressed_class_space_0 
6024, java_lang_garbagecollector_init_lastgcinfo_memoryusageaftergc_g1_young_generation_key_compressed_class_space_1 
6025, java_lang_garbagecollector_init_lastgcinfo_memoryusageaftergc_g1_young_generation_key_compressed_class_space_2 
6026, java_lang_garbagecollector_init_lastgcinfo_memoryusagebeforegc_g1_young_generation_key_g1_old_gen_0 
6027, java_lang_garbagecollector_init_lastgcinfo_memoryusagebeforegc_g1_young_generation_key_g1_old_gen_1 
6028, java_lang_garbagecollector_init_lastgcinfo_memoryusagebeforegc_g1_young_generation_key_g1_old_gen_2 
6029, kafka_server_replicamanager_total_underreplicatedpartitions_value_0 
6030, kafka_server_replicamanager_total_underreplicatedpartitions_value_1 
6031, kafka_server_replicamanager_total_underreplicatedpartitions_value_2 
6032, java_lang_memorypool_used_peakusage_g1_eden_space_0 
6033, java_lang_memorypool_used_peakusage_g1_eden_space_1 
6034, java_lang_memorypool_used_peakusage_g1_eden_space_2 
6035, node_scrape_collector_duration_seconds_0 
